ID,Answer
375,巴爾的摩市
376,中華民國政府
377,社團部
378,分散了托爾金對學業的注意力
379,電子郵件
380,孔子
381,上海國歌紀念廣場
382,2005年
383,自願捐贈的規定模糊
384,伽利略
385,
386,雙循環泵
387,1809年
388,市場狹小而無法發展
389,民國36年
390,害怕德軍在東線戰線上沒有足夠兵力應付俄國
391,幅員遼闊
392,伯克制
393,擺脫螺旋槳在接近音速時的上限
394,國家起源說
395,路易·巴斯德
396,中部科學園區
397,
398,1991年
399,《三國史記》
400,第二次工業革命
401,突厥語
402,哈雷阿卡拉國家公園
403,坎貝爾
404,8小時
405,樂壇女王
406,民國16年
407,國立廣東大學
408,嘗試自殺
409,六億七千多萬美金
410,妖怪
411,專家
412,中文
413,礦水的酸鹼值
414,非常混亂
415,阿爾泰語系
416,清太宗皇太極
417,信陽市
418,7000名
419,准將
420,質量
421,科技
422,媽祖
423,東方帝國
424,批鬥會
425,20餘米
426,蘇丹南部
427,雲騎尉
428,好的稻苗
429,2005年9月
430,
431,那拉氏
432,辛酉政變
433,銅
434,統一企業
435,2456293.520833
436,生物學研究
437,陳誠
438,孫中山
439,德國單獨媾和
440,德國的進出口貿易
441,九一八事變
442,1978年
443,日本天皇
444,731
445,莫比爾
446,
447,農業方面，宋真宗時推行的占城稻在元朝時已經推廣到全國各地。農業生產繼續發展，1329年，南糧北運多達三百五十多萬石，說明糧食生產的豐富。這一階段，經濟作物也有較大發展
448,肺呼氣機制
449,五角星
450,潘諾尼亞
451,航海工業
452,阿29
453,摩托車
454,中國共產黨中央政治局常務委員會
455,1919年
456,一條簡單的直線
457,北京路
458,盟旗制
459,臺南州
460,腓力二世
461,大陸內陸區
462,冷戰期間
463,大滿貫男子單打比賽
464,中華人民共和國
465,保守派
466,網景公司
467,《全唐詩》
468,1911年
469,1982年開始的經濟開發五年
470,七年
471,友好國家
472,德國
473,陳奕迅
474,吳三連
475,1918年
476,米勒
477,1月8日
478,掃雷艇部隊
479,哈丹
480,多黨制
481,15年
482,
483,更早
484,東晉時期
485,線傳飛控在單純地以電路傳導飛控命令為基礎上開發，更重要的是可以有多部電腦介入飛控系統
486,光明星4號」衛星後，宣布全面中斷韓朝僅存的經濟合作項目開城工業園區
487,烏孜別克人
488,2555公里
489,國共內戰
490,[UNK][UNK]
491,茲維亞德·加姆薩胡爾季阿
492,避免造成路口交通不暢
493,多功能性
494,荀子
495,清朝
496,1935年
497,前半小時免費之補助
498,將過去兩個分離的系統的控制整合使用
499,中國政法大學
500,瓜拿納
501,二戰時期
502,高輻射
503,江戶時代
504,民國4年12月25日
505,西格里
506,1972年
507,實現共產主義
508,貝爾根
509,青蓮居士
510,靖難之役
511,美國《財富》2011年報導說，2010年韓國網速每秒流量為14百萬位元／秒，是全球平均網速的約7倍，而美國50個州中網速最快的德拉瓦州也只有韓國的一半水平，證明韓國在網路硬體環境方面的領先地位
512,低稅賦
513,小選舉區制
514,科索沃
515,抗議活動
516,自由放任
517,綠色工業
518,四年
519,段祺瑞
520,民主黨
521,中永和
522,1902年
523,蝸頂
524,
525,5.7
526,專門的操作人員
527,2002年
528,能溶於水
529,軍事冒險
530,學習維基媒體的頁面編輯工具被認為有挑戰性
531,整理遺產
532,沒有兩性的分化，在同一個生物體中可能同時有雄性及雌性的生殖器官
533,經濟建設
534,《中華民國臨時約法》
535,中國南方
536,愛國教育
537,帕吉勒提河
538,「西南美麗的地方
539,「天」的至高無上
540,開羅
541,1932年
542,許榮茂
543,民國四年
544,多倫多運輸局
545,
546,柵欄
547,1898年
548,法國民意
549,查爾斯
550,唐太宗
551,健康寫實電影
552,1956年7月
553,矮星
554,新生代
555,伊爾庫茨克國立大學
556,鐵木真
557,9347人，比2008年再增504人
558,1789年
559,兩個
560,臺灣省臺北市
561,大韓民國成立後
562,藝聲
563,中共中央紀委副書記馬[UNK]
564,總兵官
565,阿普列尤斯
566,高速線哈大客運專線
567,漢風魏韻
568,應用科學，麻省理工的自然科學
569,反文化運動
570,英國
571,宗
572,轟炸機
573,小型雷達測距儀追蹤目標的距離，協助飛行員找到最佳射擊時機，提高一般飛行員的命中率
574,義大利
575,中世紀
576,大腦聽皮層
577,刺史
578,18個
579,至元二十九年
580,多數派
581,
582,陶瓷
583,1980年代
584,俄國
585,路易斯安那
586,1930年代開始工業發展，包含機械工程、紡織、食品工業等等，另一方面1918年
587,用於西北軍務
588,9年
589,玫瑰盃[UNK]
590,1941年2月1日
591,101公里
592,國務院常務會議
593,20倍
594,喬治亞共和國
595,1943年
596,
597,分娩的第二階段，小孩會從陰道被排出子宮
598,聯邦制
599,韓國
600,氯仿
601,希臘
602,瀕危物種
603,越戰
604,公民權
605,智慧地使用冷氣
606,極端大陸性氣候
607,金華。民國二十七年初又遷至永康方巖
608,1928年
609,[UNK]段。而加密方式
610,霍布斯
611,1897年
612,軍事營鎮
613,中國人民銀行籌備處
614,市場分析
615,滬寧鐵路上海站
616,2006年
617,家庭喜劇片
618,同性婚姻
619,
620,反對建文帝削藩
621,建築學院
622,史彌遠
623,社會民主黨，9位來自自由民主黨
624,傳播色情
625,電穿孔細胞
626,哈大客運專線
627,第五區
628,最古老
629,1982年
630,漢武帝
631,大田圈
632,企圖分裂中華民國
633,教皇駐地
634,西方文明開始衝擊朝鮮半島
635,東晉常[UNK]
636,1936年
637,預言的迷信
638,星空觀測
639,五桂山
640,日本竹[UNK]魚、真鯛
641,嘉義市
642,製造業
643,29個
644,27年
645,10月23日
646,人傳》
647,元音
648,第二次世界大戰
649,5000噸級
650,君士坦丁堡
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯三世的女婿阿列克修斯·杜卡斯
655,尼安三世
656,印度次大陸
657,1937年
658,1964年
659,世宗大王時期
660,油氣開發
661,外太空
662,嘉靖帝
663,阿圖什地方
664,第一區
665,1925年
666,照射紫外線
667,九一八事變
668,春秋時
669,
670,
671,1899年
672,牟定縣
673,清朝
674,中央窩
675,利奧三世
676,殖民主義
677,
678,170千米
679,80公尺
680,積極性
681,麥克萊倫
682,赤城鎮政府街1號
683,內層
684,羅非魚
685,潘普洛納
686,水質好
687,1848年
688,《諸羅縣志》
689,杜林
690,第265任
691,決勝局開始時
692,39年
693,德國財政局
694,傑伊條約
695,超新星
696,全斗煥
697,2007年
698,蓋爾人
699,索馬利亞政府司法系統
700,382年
701,軍隊編制問題
702,劉銘傳
703,韓國
704,過境時
705,何韻詩
706,1923年
707,畢達哥拉斯
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,不含可可鹼
712,北魏孝文帝
713,鄭成功
714,經由雙方協商取得共識
715,醫學領域
716,《新基本法令》
717,1962年
718,太宗即位之初
719,國民黨
720,奧匈帝國
721,俄羅斯
722,白矮星
723,咖啡因
724,[UNK]騎大將軍司馬元顯下令討伐荊州刺史桓玄，並以劉牢之為前鋒。桓玄率軍兵臨建康時，劉裕請求進攻，但劉牢之不肯，反而想叛歸桓玄。劉裕當時與何無忌
725,階梯狀
726,漳州人
727,6個小時
728,1866年
729,良好行為
730,郭沫若
731,90年代
732,金日成
733,第一
734,威廉·莫里斯
735,西班牙瓦倫西亞
736,1787年
737,朱元璋
738,復仇
739,1898年
740,守舊派
741,中華人民共和國
742,王妃
743,中生代
744,史達林
745,中國共產黨
746,修改國會選區
747,抑制人口增加而實行的計劃生育
748,蘇聯遠東軍
749,內閣組成單位
750,維多利中心
751,恆星
752,就地掩埋稻草，除不會製造空氣汙染外，尚可加強土壤的養份
753,推行反共政策
754,2.7％
755,日本
756,分子雲內部
757,鮮卑部落
758,
759,1918年
760,1939年
761,東三省巡閱使衛隊旅旅長
762,巴黎條約，西班牙於1898年12月10日將關島割讓
763,1970年
764,威斯康辛大學麥迪遜分校
765,乾燥
766,麻赫穆德·喀什噶里
767,奢侈品
768,資格賽賽制
769,周昂駿
770,民國16年
771,13世紀
772,文憲王
773,周恩來
774,馬略
775,至元十三年
776,妖怪
777,70年代
778,圖西族
779,聖餐持紀念說
780,自殺罪
781,《三國志
782,發現者
783,長沙太守
784,凝固
785,2002年
786,上海
787,比利時
788,濃硫酸
789,科學探索
790,兄弟國的盟約
791,
792,硫礦
793,1979年
794,義大利
795,農業
796,卡拉恰伊湖
797,宋理宗
798,東羅馬帝國
799,廣州，僅總統府仍留守南京
800,共和黨
801,日本
802,二戰的爆發
803,1976年
804,上海
805,1949年
806,麻省理工學院
807,階級社會
808,1946年
809,礦產資源
810,1449年
811,1970年
812,隆武帝
813,第一次世界大戰
814,孫叔敖
815,托爾金
816,雙汗制
817,265任
818,民權運動
819,中華全國體育總會
820,外在的因素造成光度的變化，像是食雙星，還有極端的情形是由恆星自轉
821,迎合觀眾的需求
822,1939年
823,《產假和保護婦女兒童權利法》
824,菲律賓富商工作的工資遠高於在港工作
825,中華民國國軍
826,高句麗
827,人民頻繁的遷移
828,公元7世紀
829,嚴密
830,保證共和派控制國民議會
831,匈牙利
832,1979年
833,高句麗
834,寧都會議
835,捷運機場線等國際工程實施
836,太陽
837,1941年
838,文化人類學
839,1987年
840,待在社福機構
841,黃河
842,關漢卿
843,汪精衛
844,陳平順
845,主序帶上恆星
846,厄德
847,整個站體都位於天橋上的車站
848,2007年
849,外蒙古等五國申請加入聯合國
850,青銅時代
851,天皇
852,北韓
853,德國人
854,2014年
855,羅馬帝國
856,自身的重力
857,第一目擊者
858,生物演化發生
859,1988年
860,朝鮮
861,朱載[UNK]
862,法國法官
863,法文老師
864,阿瓦魯阿
865,廉興
866,基因特質
867,印地語
868,教宗
869,康熙帝
870,土地起伏大
871,第一胎
872,民國43年
873,地質類學科專業
874,中國科學技術大學校長管惟炎、中國科學技術大學副校長
875,咖啡因
876,倫提尼安一世
877,2000年6月
878,高速公路形成的「一日生活圈」變成了「半日生活圈
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,宙斯
883,線上服務需求不足
884,1910年革命
885,洛邑
886,
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,義熙十四年
892,周恩來
893,2002年
894,復讀生
895,人類想像與傳說之中，難以運用科學方法證明其真偽
896,東德使館
897,波蘭首都及最大城市，位於維斯拉河兩岸，距波羅的海和喀爾巴阡山脈大約350公里。2008年人口數字為1707983人，都市圈人口大約2785000人。城市面積512平方公里，都市圈面積12266平方公里。冷戰時期
898,1989年
899,重力
900,細胞膜對質體[UNK]可透過
901,歐洲人馬可波羅
902,新羅馬
903,上海鐵路局
904,離岸人民幣
905,《倫敦條約》
906,路德的德語聖經
907,自主選擇權
908,大質量的恆星燃燒燃料
909,
910,120天
911,1950年代
912,文藝復興運動
913,性犯罪
914,哥德式
915,楚州人
916,1590年
917,1989年
918,埃姆斯蘭到博特羅普
919,柏林國際廣播電台
920,最遙遠
921,1584年
922,繁華景象
923,媒體維基
924,現實生活
925,2000年
926,67個
927,12月5日
928,2000年
929,波蘭
930,黑龍江
931,私立大學
932,
933,為早期韓國華僑的聚集所在
934,石虎
935,林紹良
936,李準
937,中國以外的其他國家借鑑過來的詞語，以英語
938,[UNK]稻
939,宋真宗
940,絕對值
941,美國聯邦調查局
942,9月
943,其副汗或小汗多帶有伊利的的稱號
944,溥[UNK]
945,路易十四
946,美國次貸危機引發的全球金融危機襲擊韓國
947,0.07個太陽質量
948,閩南人
949,28年
950,李煥之
951,公交線路
952,核膜間隙
953,石排灣
954,正教
955,八角鼓
956,對德國的一種羞辱
957,文化大革命
958,1642年
959,徐載弼
960,蒙哥
961,猶太人
962,芝大
963,船業
964,減低阻力
965,紐格威森林
966,2012年
967,斐迪南·德·雷賽布
968,戴克里先
969,166年
970,科學
971,市場經濟
972,1963年
973,亞歷山大六世
974,1919年
975,悼念周恩來集會
976,20世紀60年代到70年代初
977,1958年底
978,西晉
979,涵元殿
980,郭沫若
981,漢文
982,12次
983,科學社會學
984,1138公頃土地
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國專家
988,打破香港華語片票房紀錄
989,內陸地區
990,國大黨
991,白[UNK]紀滅絕事件
992,毒品
993,異端邪說
994,1252年
995,元朝
996,1932年
997,1972年
998,新式鐵製蒸汽船
999,文森特
1000,環境保護主義
1001,詹姆士·麥迪遜
1002,1946年
1003,工農紅軍
1004,造船業
1005,1991年
1006,印第安納大學公共環境事務學院在公共事務學院中和哈佛大學甘迺迪政府學院
1007,矮星
1008,焦慮的無法工作，並且相信敵基督將會出現
1009,法蘭西第五共和國建立時
1010,亞歷山大漢密爾頓
1011,中國大陸
1012,1960年
1013,黨委員長
1014,紐約尼克
1015,預付
1016,街區
1017,2.9萬光年之間。星系的質量
1018,第二代
1019,匈奴
1020,17日
1021,貴族
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
1025,外部刺激
1026,麥克阿瑟元帥
1027,臺灣本身財政負擔
1028,武漢行營副主任
1029,躲避戰亂
1030,朝鮮半島
1031,1985年
1032,狄拉克
1033,落實外交政策
1034,1826年
1035,漢字詞
1036,老三人團
1037,舊石器時代中期
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,不透明的
1043,愷撒
1044,韓語
1045,
1046,佛教
1047,烏爾蘇拉
1048,1980年
1049,印度次大陸位於印度-澳洲板塊中的次板塊印度板塊最北部。南方超大陸
1050,以後走向統一
1051,挪威
1052,越戰
1053,軍事介入失敗，馬西米連諾遇害，令拿破崙蒙羞
1054,南華縣
1055,英國
1056,李紳
1057,路面電車
1058,四帝共治制
1059,1060公釐
1060,1939年
1061,敵
1062,荊州劉表
1063,慶元
1064,軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,秦朝與漢朝
1068,峽灣
1069,1920年
1070,硫代硫酸氨
1071,漢字借音
1072,390萬人
1073,
1074,1627年
1075,區域性污染
1076,美屬維京群島和西班牙維京群島
1077,唐生智
1078,夏季
1079,臺灣新北地方法院
1080,戴克里
1081,6世紀
1082,98所
1083,甘肅省
1084,單數局
1085,2008年，被河北省人民政府批准為「省級歷史文化名城」
1086,義大利耶穌會
1087,
1088,破四舊
1089,三次
1090,獲得大寧地區的駐牧權
1091,俗語
1092,郭松齡
1093,毒性
1094,雲南省第二殖邊督辦公署
1095,17世紀初之明朝時期
1096,1967年
1097,
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,乾燥空氣
1102,抗日戰爭
1103,財產資格限制
1104,南越國
1105,汗位取得不合法
1106,奧東·德拉羅什
1107,灣仔北
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,政府資助研究項目
1112,芬蘭的赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1801年
1116,日俄戰爭
1117,邱行湘
1118,合會朱陸
1119,幾個
1120,阿拉伯半島
1121,塞爾維亞政府達成協議，由尼科拉·帕希奇出任首相。然而，攝政王亞歷山大一世
1122,加州尤巴城
1123,爵位
1124,天下人
1125,中華民國
1126,提姆·柏內茲李
1127,朱序
1128,價水平上漲
1129,考察中國教育狀況
1130,1992年
1131,康拉德·阿登納
1132,
1133,聖奧古斯丁
1134,公元185年
1135,弱勢群體
1136,大正天皇
1137,西區圖書館
1138,中國歷代
1139,德川家康
1140,林肯得以主導戰爭
1141,中華人民共和國衛生部
1142,強調人人平等
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,加勒比海
1148,瑞士蘇黎世州
1149,七月初四
1150,英國
1151,二層
1152,民國19年
1153,1948年12月1日開始發行
1154,分散了泛國民黨支持者的票源
1155,2次
1156,
1157,七個
1158,劉少奇
1159,卡加梅
1160,93位
1161,
1162,2010年
1163,報導企業資金動向的現金流量表也獲得許多企業經營者的重視，將之列為必備的財務報表
1164,自然
1165,海軍中尉
1166,德川家康
1167,空射火箭
1168,1836年
1169,農業省敘利亞
1170,遠超上海
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,地球生態系統服務對人們的恩典
1174,哥廷根亨德爾國際音樂節
1175,滬昆高速公路
1176,繼續懷孕會有危險時
1177,法國
1178,歐德謨
1179,本頓
1180,通州張家灣
1181,適合全家人一起觀看
1182,《血盟救國軍軍歌》
1183,
1184,聽診器
1185,現代城市塑造了輪廓
1186,唯泰主義
1187,8200年
1188,《海峽兩岸服務貿易協議
1189,阿速特部首領阿魯台
1190,自由主義
1191,1874年
1192,衝動排放的組成是具備必要條件
1193,雑煮
1194,李克強
1195,河東道
1196,挑戰
1197,希波丹姆
1198,自然環境
1199,西方建築開始傳入韓國。西方和日本
1200,國共合作
1201,63個
1202,46公里
1203,十六世紀
1204,帕多瓦大學
1205,八千多年
1206,吉隆坡
1207,1891年
1208,農業生活
1209,發展局
1210,極端稀薄
1211,北京電視台
1212,[UNK]州縣實際解散
1213,1917年，俄羅斯帝國爆發了十月革命
1214,英國
1215,美國大學協會
1216,中國教育狀況
1217,郭松齡
1218,開京
1219,美國大蕭條時期
1220,愛育黎拔力八達有功，冊封他為皇太弟，相約武宗系與仁宗系交替稱帝，即武仁之約。元武宗時期，加封孔子為「大成至聖文宣王」，並給予孔子的家族與弟子一些稱號。為了解決元成宗時期的財政危機
1221,騎士
1222,明文
1223,蔣介石
1224,全印穆斯林聯盟
1225,受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,
1229,建設中國特色社會主義
1230,劉裕則一
1231,阿里烏教派的宗派或異端。因此，「真正」基督教會
1232,鮑德溫伯爵
1233,佛教
1234,中世紀時期
1235,東正教
1236,
1237,鄧小平
1238,米洛舍維奇
1239,武陵
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,積極進攻
1246,積體電路
1247,1898年
1248,義大利汽車之都
1249,液冷式發動機
1250,細胞膜
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,仁宗系
1256,戊寅靖社
1257,魏博拉盧比民達行業工會
1258,上奉山背跑馬嶺新石器時代晚期遺址最著名
1259,繁衍後代所需基因物質產生的方式
1260,尚吉巴
1261,瓊州海峽
1262,安德魯約翰遜繼任總統，雖然約翰遜
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,發展出來
1268,民國3年
1269,美國聯邦儲備委員會
1270,希洛克勒斯
1271,班傑明·富蘭克林
1272,
1273,第二代
1274,日美神奈川條約
1275,北京市西城區宣武門西大街131號辦公樓召開最後一屆全體機關幹部大會，宣布留任國家郵政局的具體人選；11月28日，重組後的國家郵政局
1276,無晶態
1277,哈利里德
1278,低可偵測性
1279,柏拉圖
1280,波蘭
1281,
1282,英祖四年
1283,改良式腳踏車
1284,《那一夜，我們說相聲》
1285,二人
1286,1830年
1287,
1288,1910年
1289,認知科學
1290,廣州話
1291,傑瑞·威斯特
1292,粳稻
1293,挪威
1294,1800個
1295,中國郵政集團公司
1296,軍隊士氣低落
1297,「我們是一個民族！
1298,古希臘人
1299,福島縣會津地區
1300,1989年
1301,土地銷售
1302,猶太人
1303,費城76人
1304,希望繼承法國國王王位
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,藝術家殖民地
1310,朱利烏斯·凱撒
1311,豫
1312,1919年
1313,1.33%
1314,文言文
1315,排灣族
1316,洛克菲勒紀念教堂
1317,普選制度
1318,世宗大王
1319,
1320,1995年
1321,左派黨
1322,水田
1323,內容差異大
1324,488年
1325,病態賭徒
1326,全國人民代表大會
1327,外太空
1328,周敦頤
1329,蒙疆聯合自治政府
1330,荷蘭
1331,1905年
1332,美國
1333,鐵
1334,拿破崙
1335,廣東省
1336,南加大
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,
1342,詹姆斯·史都華
1343,聯邦和各成員單位的雙重國籍
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,就地掩埋稻草，除不會製造空氣汙染
1348,2300多種
1349,類比訊號
1350,回族
1351,視錐細胞
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,法學部的瀧川幸辰教授在其著作《刑法講義》、《刑法讀本》中，對於《通姦罪》只適用於妻子一方的法律提出批判。瀧川
1356,君士坦丁大帝
1357,國際網球總會
1358,8月26日
1359,阿爾法版本
1360,朱棣
1361,外交手段
1362,1887年
1363,
1364,畢達哥拉斯
1365,2010年世界盃
1366,1918年
1367,[UNK]分數
1368,司馬文祖
1369,有系統統治的政權
