,id,label
376,376,6
377,377,5
378,378,4
379,379,0
380,380,2
381,381,9
382,382,4
383,383,2
384,384,0
385,385,3
386,386,7
387,387,4
388,388,3
389,389,1
390,390,1
391,391,2
392,392,3
393,393,3
394,394,5
395,395,8
396,396,5
397,397,9
398,398,8
399,399,8
400,400,0
401,401,9
402,402,5
403,403,5
404,404,3
405,405,1
406,406,2
407,407,5
408,408,1
409,409,6
410,410,5
411,411,5
412,412,2
413,413,0
414,414,5
415,415,3
416,416,0
417,417,9
418,418,0
419,419,1
420,420,1
421,421,7
422,422,4
423,423,6
424,424,6
425,425,2
426,426,7
427,427,6
428,428,5
429,429,1
430,430,9
431,431,5
432,432,6
433,433,5
434,434,9
435,435,5
436,436,3
437,437,5
438,438,1
439,439,9
440,440,5
441,441,5
442,442,5
443,443,3
444,444,6
445,445,3
446,446,5
447,447,0
448,448,6
449,449,5
450,450,9
451,451,1
452,452,3
453,453,1
454,454,3
455,455,8
456,456,9
457,457,6
458,458,1
459,459,7
460,460,8
461,461,2
462,462,3
463,463,1
464,464,9
465,465,8
466,466,4
467,467,0
468,468,8
469,469,4
470,470,2
471,471,4
472,472,4
473,473,8
474,474,2
475,475,1
476,476,3
477,477,3
478,478,9
479,479,8
480,480,1
481,481,9
482,482,3
483,483,4
484,484,1
485,485,4
486,486,4
487,487,0
488,488,9
489,489,7
490,490,5
491,491,6
492,492,0
493,493,9
494,494,4
495,495,1
496,496,1
497,497,8
498,498,0
499,499,9
500,500,4
501,501,3
502,502,1
503,503,5
504,504,5
505,505,5
506,506,0
507,507,1
508,508,0
509,509,4
510,510,2
511,511,2
512,512,1
513,513,0
514,514,1
515,515,1
516,516,2
517,517,0
518,518,7
519,519,9
520,520,8
521,521,4
522,522,3
523,523,9
524,524,8
525,525,8
526,526,9
527,527,3
528,528,0
529,529,3
530,530,1
531,531,3
532,532,2
533,533,0
534,534,9
535,535,3
536,536,0
537,537,8
538,538,3
539,539,2
540,540,9
541,541,3
542,542,8
543,543,5
544,544,1
545,545,3
546,546,4
547,547,4
548,548,5
549,549,3
550,550,6
551,551,8
552,552,0
553,553,1
554,554,5
555,555,3
556,556,4
557,557,0
558,558,5
559,559,7
560,560,0
561,561,6
562,562,1
563,563,1
564,564,0
565,565,7
566,566,7
567,567,3
568,568,0
569,569,3
570,570,2
571,571,0
572,572,7
573,573,5
574,574,2
575,575,9
576,576,7
577,577,9
578,578,1
579,579,9
580,580,0
581,581,5
582,582,6
583,583,0
584,584,5
585,585,4
586,586,5
587,587,7
588,588,9
589,589,9
590,590,5
591,591,4
592,592,5
593,593,6
594,594,8
595,595,3
596,596,3
597,597,3
598,598,5
599,599,3
600,600,3
601,601,8
602,602,4
603,603,4
604,604,8
605,605,3
606,606,0
607,607,4
608,608,3
609,609,3
610,610,1
611,611,9
612,612,0
613,613,5
614,614,1
615,615,2
616,616,6
617,617,3
618,618,5
619,619,4
620,620,9
621,621,5
622,622,2
623,623,4
624,624,3
625,625,6
626,626,0
627,627,3
628,628,5
629,629,7
630,630,9
631,631,6
632,632,5
633,633,0
634,634,5
635,635,8
636,636,6
637,637,2
638,638,3
639,639,5
640,640,4
641,641,1
642,642,5
643,643,4
644,644,5
645,645,8
646,646,3
647,647,4
648,648,3
649,649,3
650,650,9
651,651,3
652,652,5
653,653,0
654,654,1
655,655,4
656,656,3
657,657,0
658,658,2
659,659,8
660,660,8
661,661,3
662,662,5
663,663,4
664,664,3
665,665,6
666,666,0
667,667,2
668,668,3
669,669,5
670,670,8
671,671,9
672,672,3
673,673,4
674,674,4
675,675,0
676,676,9
677,677,1
678,678,7
679,679,5
680,680,1
681,681,0
682,682,9
683,683,7
684,684,5
685,685,6
686,686,5
687,687,5
688,688,4
689,689,3
690,690,3
691,691,9
692,692,4
693,693,6
694,694,7
695,695,3
696,696,9
697,697,8
698,698,8
699,699,7
700,700,2
701,701,3
702,702,7
703,703,8
704,704,5
705,705,4
706,706,1
707,707,2
708,708,1
709,709,4
710,710,9
711,711,0
712,712,5
713,713,9
714,714,1
715,715,3
716,716,3
717,717,0
718,718,1
719,719,4
720,720,5
721,721,1
722,722,5
723,723,4
724,724,1
725,725,5
726,726,3
727,727,6
728,728,2
729,729,5
730,730,1
731,731,5
732,732,4
733,733,4
734,734,9
735,735,6
736,736,5
737,737,3
738,738,7
739,739,0
740,740,9
741,741,4
742,742,3
743,743,0
744,744,6
745,745,4
746,746,1
747,747,6
748,748,6
749,749,0
750,750,8
751,751,2
752,752,6
753,753,5
754,754,6
755,755,2
756,756,3
757,757,9
758,758,3
759,759,3
760,760,9
761,761,1
762,762,6
763,763,0
764,764,5
765,765,5
766,766,5
767,767,5
768,768,1
769,769,9
770,770,1
771,771,5
772,772,4
773,773,5
774,774,4
775,775,1
776,776,0
777,777,8
778,778,1
779,779,1
780,780,5
781,781,6
782,782,9
783,783,6
784,784,8
785,785,0
786,786,0
787,787,6
788,788,3
789,789,1
790,790,4
791,791,2
792,792,8
793,793,7
794,794,5
795,795,4
796,796,0
797,797,3
798,798,3
799,799,0
800,800,3
801,801,2
802,802,1
803,803,1
804,804,1
805,805,0
806,806,7
807,807,0
808,808,7
809,809,9
810,810,8
811,811,8
812,812,7
813,813,0
814,814,8
815,815,4
816,816,6
817,817,0
818,818,5
819,819,3
820,820,6
821,821,1
822,822,3
823,823,0
824,824,5
825,825,8
826,826,2
827,827,3
828,828,0
829,829,1
830,830,4
831,831,0
832,832,6
833,833,5
834,834,3
835,835,3
836,836,3
837,837,4
838,838,3
839,839,4
840,840,4
841,841,3
842,842,7
843,843,4
844,844,8
845,845,0
846,846,2
847,847,4
848,848,5
849,849,0
850,850,5
851,851,4
852,852,3
853,853,1
854,854,2
855,855,3
856,856,0
857,857,5
858,858,4
859,859,4
860,860,9
861,861,3
862,862,4
863,863,3
864,864,2
865,865,5
866,866,9
867,867,3
868,868,2
869,869,2
870,870,8
871,871,6
872,872,6
873,873,5
874,874,9
875,875,9
876,876,8
877,877,4
878,878,7
879,879,7
880,880,1
881,881,9
882,882,5
883,883,5
884,884,9
885,885,0
886,886,0
887,887,2
888,888,1
889,889,0
890,890,2
891,891,5
892,892,1
893,893,5
894,894,1
895,895,1
896,896,4
897,897,9
898,898,5
899,899,0
900,900,2
901,901,5
902,902,2
903,903,4
904,904,4
905,905,3
906,906,5
907,907,2
908,908,7
909,909,8
910,910,9
911,911,9
912,912,5
913,913,5
914,914,2
915,915,1
916,916,1
917,917,0
918,918,5
919,919,0
920,920,5
921,921,5
922,922,9
923,923,7
924,924,7
925,925,2
926,926,4
927,927,4
928,928,2
929,929,7
930,930,8
931,931,3
932,932,9
933,933,3
934,934,6
935,935,5
936,936,2
937,937,8
938,938,3
939,939,1
940,940,9
941,941,1
942,942,1
943,943,4
944,944,3
945,945,2
946,946,2
947,947,0
948,948,0
949,949,0
950,950,5
951,951,1
952,952,4
953,953,0
954,954,2
955,955,2
956,956,4
957,957,1
958,958,5
959,959,9
960,960,3
961,961,1
962,962,1
963,963,2
964,964,5
965,965,9
966,966,3
967,967,7
968,968,0
969,969,1
970,970,3
971,971,5
972,972,0
973,973,2
974,974,1
975,975,3
976,976,3
977,977,3
978,978,3
979,979,3
980,980,6
981,981,5
982,982,5
983,983,3
984,984,3
985,985,5
986,986,0
987,987,5
988,988,3
989,989,3
990,990,8
991,991,6
992,992,4
993,993,4
994,994,4
995,995,3
996,996,5
997,997,9
998,998,1
999,999,2
1000,1000,5
1001,1001,5
1002,1002,4
1003,1003,3
1004,1004,0
1005,1005,3
1006,1006,9
1007,1007,6
1008,1008,4
1009,1009,2
1010,1010,0
1011,1011,9
1012,1012,2
1013,1013,1
1014,1014,2
1015,1015,8
1016,1016,2
1017,1017,3
1018,1018,5
1019,1019,5
1020,1020,4
1021,1021,7
1022,1022,2
1023,1023,7
1024,1024,6
1025,1025,1
1026,1026,8
1027,1027,3
1028,1028,3
1029,1029,2
1030,1030,8
1031,1031,4
1032,1032,1
1033,1033,9
1034,1034,3
1035,1035,6
1036,1036,0
1037,1037,5
1038,1038,2
1039,1039,8
1040,1040,5
1041,1041,8
1042,1042,9
1043,1043,3
1044,1044,5
1045,1045,5
1046,1046,7
1047,1047,0
1048,1048,3
1049,1049,3
1050,1050,8
1051,1051,3
1052,1052,0
1053,1053,4
1054,1054,3
1055,1055,8
1056,1056,5
1057,1057,1
1058,1058,4
1059,1059,4
1060,1060,9
1061,1061,2
1062,1062,4
1063,1063,0
1064,1064,6
1065,1065,7
1066,1066,1
1067,1067,1
1068,1068,7
1069,1069,5
1070,1070,6
1071,1071,5
1072,1072,2
1073,1073,1
1074,1074,9
1075,1075,3
1076,1076,3
1077,1077,5
1078,1078,7
1079,1079,8
1080,1080,1
1081,1081,7
1082,1082,8
1083,1083,5
1084,1084,0
1085,1085,1
1086,1086,3
1087,1087,0
1088,1088,6
1089,1089,5
1090,1090,0
1091,1091,4
1092,1092,4
1093,1093,2
1094,1094,8
1095,1095,4
1096,1096,0
1097,1097,3
1098,1098,4
1099,1099,4
1100,1100,1
1101,1101,2
1102,1102,3
1103,1103,5
1104,1104,5
1105,1105,0
1106,1106,1
1107,1107,3
1108,1108,7
1109,1109,3
1110,1110,3
1111,1111,9
1112,1112,2
1113,1113,9
1114,1114,2
1115,1115,7
1116,1116,3
1117,1117,4
1118,1118,1
1119,1119,5
1120,1120,3
1121,1121,2
1122,1122,8
1123,1123,2
1124,1124,3
1125,1125,0
1126,1126,3
1127,1127,4
1128,1128,7
1129,1129,8
1130,1130,3
1131,1131,9
1132,1132,5
1133,1133,2
1134,1134,3
1135,1135,2
1136,1136,3
1137,1137,4
1138,1138,3
1139,1139,4
1140,1140,0
1141,1141,2
1142,1142,2
1143,1143,9
1144,1144,3
1145,1145,1
1146,1146,3
1147,1147,3
1148,1148,3
1149,1149,9
1150,1150,7
1151,1151,7
1152,1152,5
1153,1153,7
1154,1154,0
1155,1155,4
1156,1156,3
1157,1157,3
1158,1158,5
1159,1159,3
1160,1160,4
1161,1161,1
1162,1162,5
1163,1163,9
1164,1164,0
1165,1165,2
1166,1166,0
1167,1167,2
1168,1168,0
1169,1169,5
1170,1170,5
1171,1171,4
1172,1172,3
1173,1173,5
1174,1174,4
1175,1175,4
1176,1176,3
1177,1177,7
1178,1178,7
1179,1179,0
1180,1180,8
1181,1181,1
1182,1182,4
1183,1183,4
1184,1184,2
1185,1185,0
1186,1186,0
1187,1187,0
1188,1188,1
1189,1189,3
1190,1190,1
1191,1191,3
1192,1192,5
1193,1193,7
1194,1194,0
1195,1195,5
1196,1196,5
1197,1197,9
1198,1198,5
1199,1199,9
1200,1200,9
1201,1201,4
1202,1202,1
1203,1203,4
1204,1204,0
1205,1205,2
1206,1206,9
1207,1207,2
1208,1208,2
1209,1209,9
1210,1210,6
1211,1211,7
1212,1212,9
1213,1213,1
1214,1214,4
1215,1215,5
1216,1216,0
1217,1217,5
1218,1218,3
1219,1219,3
1220,1220,9
1221,1221,3
1222,1222,8
1223,1223,3
1224,1224,0
1225,1225,7
1226,1226,3
1227,1227,4
1228,1228,1
1229,1229,2
1230,1230,0
1231,1231,6
1232,1232,8
1233,1233,0
1234,1234,5
1235,1235,5
1236,1236,8
1237,1237,3
1238,1238,0
1239,1239,3
1240,1240,2
1241,1241,6
1242,1242,3
1243,1243,1
1244,1244,3
1245,1245,5
1246,1246,7
1247,1247,3
1248,1248,0
1249,1249,5
1250,1250,8
1251,1251,2
1252,1252,6
1253,1253,3
1254,1254,0
1255,1255,6
1256,1256,0
1257,1257,7
1258,1258,3
1259,1259,0
1260,1260,9
1261,1261,3
1262,1262,3
1263,1263,9
1264,1264,5
1265,1265,7
1266,1266,3
1267,1267,8
1268,1268,0
1269,1269,3
1270,1270,3
1271,1271,3
1272,1272,1
1273,1273,5
1274,1274,5
1275,1275,2
1276,1276,8
1277,1277,3
1278,1278,5
1279,1279,9
1280,1280,3
1281,1281,9
1282,1282,9
1283,1283,8
1284,1284,4
1285,1285,5
1286,1286,5
1287,1287,4
1288,1288,8
1289,1289,3
1290,1290,5
1291,1291,3
1292,1292,0
1293,1293,7
1294,1294,2
1295,1295,8
1296,1296,0
1297,1297,2
1298,1298,3
1299,1299,5
1300,1300,2
1301,1301,8
1302,1302,5
1303,1303,7
1304,1304,1
1305,1305,5
1306,1306,5
1307,1307,5
1308,1308,6
1309,1309,4
1310,1310,1
1311,1311,5
1312,1312,5
1313,1313,5
1314,1314,5
1315,1315,1
1316,1316,5
1317,1317,9
1318,1318,3
1319,1319,3
1320,1320,5
1321,1321,8
1322,1322,1
1323,1323,0
1324,1324,3
1325,1325,5
1326,1326,5
1327,1327,7
1328,1328,0
1329,1329,1
1330,1330,1
1331,1331,1
1332,1332,9
1333,1333,1
1334,1334,6
1335,1335,9
1336,1336,4
1337,1337,1
1338,1338,8
1339,1339,4
1340,1340,4
1341,1341,7
1342,1342,1
1343,1343,3
1344,1344,3
1345,1345,3
1346,1346,4
1347,1347,8
1348,1348,1
1349,1349,4
1350,1350,5
1351,1351,8
1352,1352,1
1353,1353,8
1354,1354,7
1355,1355,3
1356,1356,3
1357,1357,6
1358,1358,7
1359,1359,3
1360,1360,4
1361,1361,5
1362,1362,1
1363,1363,0
1364,1364,5
1365,1365,0
1366,1366,1
1367,1367,6
1368,1368,3
1369,1369,2
1370,1370,7
1371,1371,1
1372,1372,6
1373,1373,8
1374,1374,4
1375,1375,5
1376,1376,2
1377,1377,6
1378,1378,0
1379,1379,4
1380,1380,1
1381,1381,6
1382,1382,0
1383,1383,8
1384,1384,3
1385,1385,5
1386,1386,9
1387,1387,6
1388,1388,0
1389,1389,2
1390,1390,3
1391,1391,3
1392,1392,2
1393,1393,0
1394,1394,4
1395,1395,6
1396,1396,2
1397,1397,9
1398,1398,1
1399,1399,0
1400,1400,0
1401,1401,4
1402,1402,1
1403,1403,0
1404,1404,7
1405,1405,6
1406,1406,0
1407,1407,3
1408,1408,6
1409,1409,6
1410,1410,4
1411,1411,8
1412,1412,3
1413,1413,5
1414,1414,7
1415,1415,0
1416,1416,3
1417,1417,5
1418,1418,9
1419,1419,7
1420,1420,5
1421,1421,3
1422,1422,5
1423,1423,6
1424,1424,5
1425,1425,3
1426,1426,3
1427,1427,0
1428,1428,3
1429,1429,2
1430,1430,7
1431,1431,8
1432,1432,8
1433,1433,0
1434,1434,9
1435,1435,6
1436,1436,3
1437,1437,3
1438,1438,4
1439,1439,3
1440,1440,2
1441,1441,3
1442,1442,9
1443,1443,5
1444,1444,3
1445,1445,4
1446,1446,2
1447,1447,1
1448,1448,3
1449,1449,6
1450,1450,0
1451,1451,6
1452,1452,5
1453,1453,3
1454,1454,9
1455,1455,4
1456,1456,3
1457,1457,2
1458,1458,5
1459,1459,5
1460,1460,4
1461,1461,5
1462,1462,2
1463,1463,4
1464,1464,2
1465,1465,9
1466,1466,5
1467,1467,0
1468,1468,1
1469,1469,3
1470,1470,1
1471,1471,5
1472,1472,2
1473,1473,5
1474,1474,0
1475,1475,6
1476,1476,6
1477,1477,4
1478,1478,2
1479,1479,8
1480,1480,1
1481,1481,5
1482,1482,9
1483,1483,3
1484,1484,3
1485,1485,5
1486,1486,3
1487,1487,4
1488,1488,8
1489,1489,1
1490,1490,3
1491,1491,6
1492,1492,5
1493,1493,6
1494,1494,1
1495,1495,9
1496,1496,2
1497,1497,1
1498,1498,2
1499,1499,0
1500,1500,7
1501,1501,8
1502,1502,4
1503,1503,3
1504,1504,9
1505,1505,5
1506,1506,9
1507,1507,4
1508,1508,5
1509,1509,2
1510,1510,0
1511,1511,7
1512,1512,4
1513,1513,6
1514,1514,9
1515,1515,8
1516,1516,9
1517,1517,7
1518,1518,0
1519,1519,3
1520,1520,9
1521,1521,9
1522,1522,3
1523,1523,3
1524,1524,5
1525,1525,6
1526,1526,8
1527,1527,1
1528,1528,8
1529,1529,5
1530,1530,5
1531,1531,6
1532,1532,1
1533,1533,8
1534,1534,5
1535,1535,3
1536,1536,5
1537,1537,1
1538,1538,7
1539,1539,5
1540,1540,1
1541,1541,4
1542,1542,0
1543,1543,5
1544,1544,3
1545,1545,2
1546,1546,5
1547,1547,9
1548,1548,5
1549,1549,4
1550,1550,9
1551,1551,4
1552,1552,7
1553,1553,5
1554,1554,4
1555,1555,1
1556,1556,3
1557,1557,0
1558,1558,0
1559,1559,1
1560,1560,1
1561,1561,3
1562,1562,3
1563,1563,6
1564,1564,4
1565,1565,8
1566,1566,3
1567,1567,5
1568,1568,4
1569,1569,9
1570,1570,8
1571,1571,5
1572,1572,4
1573,1573,0
1574,1574,3
1575,1575,3
1576,1576,3
1577,1577,7
1578,1578,3
1579,1579,3
1580,1580,6
1581,1581,6
1582,1582,8
1583,1583,9
1584,1584,5
1585,1585,5
1586,1586,1
1587,1587,6
1588,1588,3
1589,1589,3
1590,1590,5
1591,1591,0
1592,1592,5
1593,1593,6
1594,1594,8
1595,1595,3
1596,1596,1
1597,1597,7
1598,1598,6
1599,1599,2
1600,1600,9
1601,1601,3
1602,1602,0
1603,1603,9
1604,1604,3
1605,1605,3
1606,1606,1
1607,1607,3
1608,1608,4
1609,1609,6
1610,1610,2
1611,1611,4
1612,1612,8
1613,1613,0
1614,1614,5
1615,1615,1
1616,1616,1
1617,1617,8
1618,1618,3
1619,1619,5
1620,1620,1
1621,1621,4
1622,1622,1
1623,1623,3
1624,1624,2
1625,1625,3
1626,1626,2
1627,1627,2
1628,1628,4
1629,1629,4
1630,1630,0
1631,1631,7
1632,1632,6
1633,1633,1
1634,1634,0
1635,1635,0
1636,1636,3
1637,1637,5
1638,1638,3
1639,1639,7
1640,1640,9
1641,1641,7
1642,1642,3
1643,1643,9
1644,1644,3
1645,1645,4
1646,1646,4
1647,1647,9
1648,1648,5
1649,1649,0
1650,1650,9
1651,1651,1
1652,1652,5
1653,1653,1
1654,1654,8
1655,1655,0
1656,1656,6
1657,1657,9
1658,1658,4
1659,1659,4
1660,1660,0
1661,1661,3
1662,1662,0
1663,1663,4
1664,1664,4
1665,1665,4
1666,1666,4
1667,1667,5
1668,1668,9
1669,1669,9
1670,1670,0
1671,1671,3
1672,1672,3
1673,1673,0
1674,1674,5
1675,1675,3
1676,1676,1
1677,1677,3
1678,1678,4
1679,1679,3
1680,1680,1
1681,1681,2
1682,1682,4
1683,1683,6
1684,1684,3
1685,1685,0
1686,1686,5
1687,1687,7
1688,1688,1
1689,1689,2
1690,1690,9
1691,1691,3
1692,1692,5
1693,1693,5
1694,1694,5
1695,1695,8
1696,1696,3
1697,1697,1
1698,1698,1
1699,1699,4
1700,1700,3
1701,1701,5
1702,1702,2
1703,1703,5
1704,1704,3
1705,1705,3
1706,1706,0
1707,1707,6
1708,1708,9
1709,1709,6
1710,1710,9
1711,1711,0
1712,1712,0
1713,1713,3
1714,1714,5
1715,1715,3
1716,1716,5
1717,1717,0
1718,1718,6
1719,1719,1
1720,1720,9
1721,1721,7
1722,1722,7
1723,1723,4
1724,1724,9
1725,1725,1
1726,1726,7
1727,1727,0
1728,1728,5
1729,1729,5
1730,1730,5
1731,1731,2
1732,1732,1
1733,1733,5
1734,1734,3
1735,1735,3
1736,1736,2
1737,1737,3
1738,1738,4
1739,1739,6
1740,1740,3
1741,1741,5
1742,1742,3
1743,1743,8
1744,1744,7
1745,1745,3
1746,1746,2
1747,1747,6
1748,1748,4
1749,1749,7
1750,1750,4
1751,1751,8
1752,1752,3
1753,1753,3
1754,1754,1
1755,1755,0
1756,1756,3
1757,1757,5
1758,1758,5
1759,1759,0
1760,1760,3
1761,1761,5
1762,1762,2
1763,1763,5
1764,1764,7
1765,1765,8
1766,1766,6
1767,1767,0
1768,1768,1
1769,1769,9
1770,1770,1
1771,1771,5
1772,1772,8
1773,1773,2
1774,1774,5
1775,1775,0
1776,1776,2
1777,1777,0
1778,1778,8
1779,1779,3
1780,1780,2
1781,1781,3
1782,1782,5
1783,1783,9
1784,1784,3
1785,1785,3
1786,1786,5
1787,1787,4
1788,1788,0
1789,1789,2
1790,1790,3
1791,1791,8
1792,1792,1
1793,1793,4
1794,1794,5
1795,1795,4
1796,1796,0
1797,1797,3
1798,1798,1
1799,1799,5
1800,1800,4
1801,1801,2
1802,1802,0
1803,1803,0
1804,1804,3
1805,1805,3
1806,1806,0
1807,1807,8
1808,1808,0
1809,1809,6
1810,1810,0
1811,1811,5
1812,1812,7
1813,1813,4
1814,1814,1
1815,1815,8
1816,1816,1
1817,1817,9
1818,1818,9
1819,1819,0
1820,1820,3
1821,1821,0
1822,1822,9
1823,1823,4
1824,1824,5
1825,1825,5
1826,1826,7
1827,1827,1
1828,1828,5
1829,1829,9
1830,1830,1
1831,1831,4
1832,1832,0
1833,1833,7
1834,1834,0
1835,1835,5
1836,1836,1
1837,1837,5
1838,1838,0
1839,1839,6
1840,1840,0
1841,1841,6
1842,1842,1
1843,1843,7
1844,1844,6
1845,1845,2
1846,1846,6
1847,1847,6
1848,1848,1
1849,1849,6
1850,1850,5
1851,1851,5
1852,1852,6
1853,1853,5
1854,1854,3
1855,1855,4
1856,1856,1
1857,1857,0
1858,1858,5
1859,1859,4
1860,1860,0
1861,1861,4
1862,1862,5
1863,1863,1
1864,1864,0
1865,1865,5
1866,1866,9
1867,1867,4
1868,1868,9
1869,1869,7
1870,1870,4
1871,1871,2
1872,1872,9
1873,1873,8
1874,1874,5
1875,1875,2
1876,1876,2
1877,1877,0
1878,1878,1
1879,1879,2
1880,1880,8
1881,1881,8
1882,1882,3
1883,1883,0
1884,1884,8
1885,1885,6
1886,1886,4
1887,1887,8
1888,1888,0
1889,1889,1
1890,1890,2
1891,1891,3
1892,1892,9
1893,1893,8
1894,1894,6
1895,1895,4
1896,1896,3
1897,1897,3
1898,1898,9
1899,1899,0
1900,1900,0
1901,1901,4
1902,1902,2
1903,1903,1
1904,1904,0
1905,1905,0
1906,1906,9
1907,1907,2
1908,1908,3
1909,1909,9
1910,1910,0
1911,1911,1
1912,1912,5
1913,1913,2
1914,1914,7
1915,1915,7
1916,1916,4
1917,1917,4
1918,1918,1
1919,1919,1
1920,1920,6
1921,1921,9
1922,1922,8
1923,1923,3
1924,1924,7
1925,1925,2
1926,1926,3
1927,1927,1
1928,1928,2
1929,1929,2
1930,1930,0
1931,1931,5
1932,1932,7
1933,1933,6
1934,1934,1
1935,1935,0
1936,1936,6
1937,1937,2
1938,1938,0
1939,1939,1
1940,1940,9
1941,1941,1
1942,1942,9
1943,1943,4
1944,1944,3
1945,1945,6
1946,1946,5
1947,1947,0
1948,1948,7
1949,1949,5
1950,1950,3
1951,1951,3
1952,1952,7
1953,1953,0
1954,1954,5
1955,1955,9
1956,1956,6
1957,1957,5
1958,1958,5
1959,1959,5
1960,1960,1
1961,1961,3
1962,1962,4
1963,1963,2
1964,1964,0
1965,1965,5
1966,1966,3
1967,1967,0
1968,1968,3
1969,1969,0
1970,1970,4
1971,1971,9
1972,1972,3
1973,1973,5
1974,1974,0
1975,1975,1
1976,1976,2
1977,1977,2
1978,1978,3
1979,1979,3
1980,1980,4
1981,1981,1
1982,1982,3
1983,1983,1
1984,1984,5
1985,1985,3
1986,1986,3
1987,1987,2
1988,1988,3
1989,1989,1
1990,1990,5
1991,1991,2
1992,1992,5
1993,1993,7
1994,1994,2
1995,1995,6
1996,1996,0
1997,1997,0
